#,Title,Artist,Album,Source,Duration,Acousticness,Artist Country,Danceability,Energy,Explicit,Liveness,Genres,Popularity,Speechiness
559,I Think It's Going to Rain Today,Nina Simone,Nina Simone & Piano (Expanded Edition),My Saved Tracks,3:20,0.957,US,0.499,0.065,No,0.086,"jazz, soul, blues, vocal jazz, r&b, soul jazz, folk, pop soul, classical",42,0.054
560,Love Me Or Leave Me,Nina Simone,Let It All Out,My Saved Tracks,4:04,0.841,US,0.572,0.398,No,0.128,"jazz, soul, blues, vocal jazz, r&b, soul jazz, folk, pop soul, classical",0,0.038
561,Estética,Astola,El Hombre Caracol,My Saved Tracks,2:57,0.674,ES,0.645,0.830,No,0.278,—,0,0.042
562,Moralidad,Astola,El Hombre Caracol,My Saved Tracks,4:00,0.779,ES,0.650,0.752,No,0.130,—,0,0.148
563,Malos Pelos,Astola,El Hombre Caracol,My Saved Tracks,3:36,0.322,ES,0.666,0.788,No,0.579,—,0,0.156
564,A Child Is Born - Remixed & Remastered 1994,Thad Jones,Consummation,My Saved Tracks,4:06,0.971,US,0.303,0.106,No,0.103,"hard bop, jazz",31,0.033
565,Blue on Black - Live,Kenny Wayne Shepherd,Live in Chicago,My Saved Tracks,5:32,0.004,US,0.339,0.690,No,0.983,"blues rock, rock",30,0.031
566,La Presión,Lalo Ebratt,La Presión,My Saved Tracks,2:44,0.030,CO,0.843,0.634,No,0.352,latin,49,0.105
567,Hard - Acoustic,Dana Williams,Hard (Acoustic),My Saved Tracks,3:08,0.927,US,0.610,0.202,No,0.109,—,15,0.033
568,Coldwater,Cedric Burnside,Coldwater,My Saved Tracks,4:07,0.314,US,0.604,0.612,No,0.104,"electric blues, hill country blues, blues, modern blues, classic blues, blues rock, country blues",0,0.026
569,One More Night,Michael Kiwanuka,Love & Hate,My Saved Tracks,3:53,0.013,GB,0.684,0.764,No,0.141,soul,69,0.025
570,Young Souls,Broken Back,"Dear Misfortune, Mother of Joy - EP",My Saved Tracks,3:39,0.416,,0.702,0.606,No,0.145,—,50,0.044
571,Trouble,Bakermat,The Ringmaster,My Saved Tracks,3:08,0.065,NL,0.609,0.546,No,0.196,tech house,34,0.074
572,Bwè Dlo - Guts Extended Version,David Walters,Bwé Dlo (Remixes),My Saved Tracks,5:53,0.055,FR,0.815,0.736,No,0.073,—,6,0.101
573,Flames to Feed - Dr Rubberfunk Remix,Smoove & Turrell,"Mount Pleasant Remixed, Vol. 1",My Saved Tracks,3:46,0.388,,0.548,0.653,No,0.124,—,38,0.060
574,Say the Word,The Allergies,Say the Word,My Saved Tracks,3:27,0.011,GB,0.846,0.727,No,0.107,electronic,12,0.084
575,Mama - Déni-Shain & Mister Francky Remix,David Walters,Mama,My Saved Tracks,5:04,0.516,FR,0.791,0.719,No,0.179,—,36,0.043
576,Agua fría,The Bongo Hop,Satingarona Pt. 2,My Saved Tracks,4:54,0.085,FR,0.805,0.808,No,0.358,"latin, cumbia, salsa",52,0.134
577,Beggarman,Smoove & Turrell,Antique Soul,My Saved Tracks,4:24,0.187,,0.762,0.825,No,0.079,—,38,0.067
578,Chocolate Samurai,Fantastic Negrito,Have You Lost Your Mind yet?,My Saved Tracks,4:55,0.027,US,0.739,0.669,No,0.123,"rock, blues",36,0.039
579,Where’s Your Head?,NOISY,Where’s Your Head?,My Saved Tracks,3:13,0.000,GB,0.468,0.934,No,0.100,—,0,0.234
580,Holding On,Disclosure,Caracal (Deluxe),My Saved Tracks,5:15,0.140,GB,0.707,0.804,No,0.241,"house, uk garage, electronic, future garage, club, dance-pop, dance, pop, trance, electronica, dubstep, deep house, melodic techno, disco, drum and bass, rock, tech house, bass house, afro house, bassline, breaks, breakbeat, edm, melodic house, uk funky",52,0.344
581,Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,Express Yourself,My Saved Tracks,3:53,0.480,US,0.789,0.683,No,0.350,"funk, soul, swing",62,0.086
582,Pelvis Pusher,Vintage Trouble,Pelvis Pusher,My Saved Tracks,3:07,0.053,US,0.544,0.842,No,0.095,"pop, blues rock, funk, soul, rock and roll, hard rock, blues",35,0.115
583,Are You Ready to Love Me?,The War And Treaty,Healing Tide,My Saved Tracks,3:34,0.151,US,0.533,0.776,No,0.130,country soul,45,0.085
584,This Will Be (An Everlasting Love) - 2003 Remaster,Natalie Cole,Natalie Cole Anthology,My Saved Tracks,2:51,0.185,US,0.682,0.605,No,0.047,"soul, r&b, pop soul, quiet storm, pop",60,0.040
585,At Last,Aretha Franklin,Aretha Franklin Sings The Great Diva Classics,My Saved Tracks,3:53,0.257,US,0.551,0.512,No,0.148,"soul, gospel, southern soul, deep soul, r&b, quiet storm, jazz",39,0.026
586,On My Mind,Ripe,On My Mind,My Saved Tracks,4:02,0.036,US,0.534,0.802,No,0.100,"funk, alternative pop",33,0.066
587,Lola (Bonus Track),Ripe,Lola (Bonus Track),My Saved Tracks,3:29,0.067,US,0.571,0.882,No,0.376,"funk, alternative pop",42,0.069
588,Five in the Morning,Ripe,Five in the Morning,My Saved Tracks,3:10,0.180,US,0.754,0.750,No,0.067,"funk, alternative pop",0,0.052
589,First Time Feeling,Ripe,First Time Feeling,My Saved Tracks,3:29,0.145,US,0.788,0.457,No,0.068,"funk, alternative pop",0,0.159
590,Little Less Polite,Ripe,Little Less Polite,My Saved Tracks,4:22,0.008,US,0.778,0.736,No,0.084,"funk, alternative pop",0,0.059
591,Castle on the Hill (Piano Arrangement),The Theorist,"Piano Covers, Vol. 8",My Saved Tracks,4:18,0.984,CA,0.412,0.307,No,0.105,—,37,0.045
592,Georgia,Tiggs Da Author,Georgia,My Saved Tracks,3:11,0.141,GB,0.670,0.884,No,0.291,—,41,0.215
593,"The Best - Recorded at Metropolis Studios, London",James Bay,Spotify Singles,My Saved Tracks,4:21,0.046,GB,0.636,0.598,No,0.085,"pop, soul, alternative rock, indie pop",43,0.025
594,Hallelujah - Recorded at Spotify Studios NYC,Brandi Carlile,Spotify Singles,My Saved Tracks,5:46,0.905,US,0.288,0.180,No,0.159,"folk rock, country, singer-songwriter, americana, alternative country",39,0.040
595,New Day,Earl St. Clair,Potluck,My Saved Tracks,2:52,0.046,,0.759,0.583,No,0.104,—,0,0.309
596,It Runs Through Me,Tom Misch,Geography,My Saved Tracks,4:21,0.205,GB,0.802,0.607,No,0.246,"nu jazz, neo soul, jazz-funk",1,0.289
597,Never Go Back - Robin Schulz Remix,Dennis Lloyd,Never Go Back (Remixes),My Saved Tracks,3:04,0.338,IL,0.655,0.713,No,0.097,"pop, reggae, r&b",58,0.050
598,Give Me the Night,Des Rocs,Martyr Parade,My Saved Tracks,3:40,0.001,US,0.626,0.884,No,0.335,"alternative rock, hard rock, glam rock",0,0.062
599,El hijo de la Inés,Marea,28.000 puñaladas,My Saved Tracks,4:48,0.016,ES,0.349,0.704,No,0.132,rock,57,0.065
600,A caballo,Marea,28.000 puñaladas,My Saved Tracks,5:31,0.028,ES,0.540,0.864,No,0.194,rock,43,0.045
601,Barniz,Marea,Revolcón,My Saved Tracks,3:53,0.019,ES,0.596,0.960,No,0.133,rock,0,0.109
602,El perro verde,Marea,Coces al Aire 1997-2007,My Saved Tracks,4:03,0.008,ES,0.417,0.975,No,0.211,rock,42,0.186
603,La rueca,Marea,28.000 puñaladas,My Saved Tracks,3:54,0.068,ES,0.547,0.940,No,0.066,rock,58,0.080
604,Gimme Some Lovin' - Single Mix,The Spencer Davis Group,Gimme Some Lovin' / Blues In F,My Saved Tracks,2:58,0.162,GB,0.633,0.562,No,0.430,"blue-eyed soul, rock, british blues, rock and roll, r&b, blues, beat music, british rhythm & blues, mod",0,0.031
605,Suelo soñar,Zenit,Producto Infinito Version 0.4,My Saved Tracks,4:58,0.050,CH,0.937,0.644,No,0.070,"progressive, art rock",14,0.215
606,Downward,Ripe,Joy in the Wild Unknown,My Saved Tracks,3:44,0.150,US,0.729,0.641,No,0.114,"funk, alternative pop",50,0.038
607,Adore,mikeysdifferent,Adore,My Saved Tracks,2:26,0.111,,0.971,0.232,No,0.073,—,0,0.129
608,Flipside - Audiotree Live Version,Ripe,Ripe on Audiotree Live,My Saved Tracks,4:01,0.187,US,0.502,0.662,No,0.243,"funk, alternative pop",15,0.072
609,Goon Squad,Ripe,Hey Hello,My Saved Tracks,5:16,0.040,US,0.806,0.793,No,0.051,"funk, alternative pop",40,0.078
610,I Guess I Just Feel Like,John Mayer,I Guess I Just Feel Like,My Saved Tracks,4:46,0.559,US,0.546,0.477,No,0.091,"blues rock, acoustic rock, soft rock, folk rock, singer-songwriter, pop rock, blues, americana, rock, pop, blue-eyed soul, alternative rock, indie rock, country rock, country, soul",0,0.027
611,Salsa Boloñesa,Lágrimas De Sangre,Vértigo,My Saved Tracks,4:00,0.384,ES,0.819,0.903,No,0.096,—,45,0.134
612,Short Change Hero,The Heavy,The House That Dirt Built,My Saved Tracks,5:22,0.290,GB,0.680,0.640,No,0.124,"rock, blues, funk, soul",65,0.034
613,Better as One,The Heavy,Sons,My Saved Tracks,2:56,0.022,GB,0.836,0.866,No,0.099,"rock, blues, funk, soul",0,0.043
614,Blue Blazes,Black Pistol Fire,Don't Wake the Riot,My Saved Tracks,3:24,0.628,US,0.519,0.552,No,0.089,"indie rock, blues rock",41,0.055
615,Lazy - Remastered 2012,Deep Purple,Machine Head (Remastered),My Saved Tracks,7:22,0.371,GB,0.320,0.732,No,0.200,"hard rock, rock, heavy metal, progressive rock, blues rock, classic rock",54,0.067
616,Alma Libre,Green Valley,Alma Libre,My Saved Tracks,3:50,0.292,ES,0.535,0.747,No,0.210,—,0,0.300
617,I Can Change,Ezra Furman,Sex Education Original Soundtrack,My Saved Tracks,4:54,0.511,US,0.884,0.316,No,0.079,"indie rock, indie pop, alternative rock, singer-songwriter, pop",40,0.078
618,Late July (Audiotree Live Version),Shakey Graves,Shakey Graves on Audiotree Live (2013),My Saved Tracks,6:03,0.229,US,0.501,0.458,No,0.190,"alternative country, indie rock, alternative rock, americana",0,0.094
619,One More Song,Bettye LaVette,One More Song,My Saved Tracks,5:21,0.943,US,0.522,0.222,No,0.110,"soul, r&b, blues, funk, americana, country, rock, gospel",0,0.039
620,Real Good Feeling,Oh The Larceny,Blood Is Rebel,My Saved Tracks,3:14,0.016,,0.775,0.931,No,0.119,—,0,0.041
621,Going for Greatness,Future Royalty,Going for Greatness,My Saved Tracks,3:09,0.118,,0.559,0.831,No,0.213,—,0,0.057
622,Only Love,The Nth Power,Abundance,My Saved Tracks,3:39,0.240,,0.687,0.608,No,0.055,—,15,0.149
623,Big Wheel,The Bridge,National Bohemian,My Saved Tracks,5:54,0.145,US,0.505,0.757,No,0.058,"blues, rock, jam band, folk, country rock, funk, bluegrass",28,0.144
624,Seven Nation Army,The White Stripes,Elephant,My Saved Tracks,3:51,0.007,US,0.745,0.466,No,0.272,"alternative rock, indie rock, blues rock, garage rock, garage rock revival, garage punk",7,0.086
625,Chaser,Mammal Hands,Chaser,My Saved Tracks,3:43,0.829,GB,0.454,0.576,No,0.095,"jazz, contemporary jazz, instrumental",0,0.028
626,Lovin' in My Baby's Eyes,Taj Mahal,Phantom Blues,My Saved Tracks,2:40,0.766,US,0.599,0.546,No,0.104,"blues, blues rock, acoustic blues, folk, contemporary folk, electric blues, country blues",46,0.033
627,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,Beggars Banquet (50th Anniversary Edition),My Saved Tracks,6:18,0.516,GB,0.703,0.668,No,0.059,"rock, blues rock, classic rock, psychedelic rock, british rhythm & blues, pop rock, rock and roll, blues",75,0.220
628,Boom Boom,John Lee Hooker,Urban Blues (Expanded Edition),My Saved Tracks,2:40,0.269,US,0.646,0.395,No,0.074,"blues, electric blues, delta blues, country blues, blues rock",59,0.254
629,Good Samaritan,The Hives,Good Samaritan,My Saved Tracks,3:06,0.000,SE,0.186,0.924,No,0.221,"garage punk, garage rock, indie rock, garage rock revival, punk rock, rock, alternative rock, post-punk revival, punk",0,0.057
630,When I'm Gone,Dirty Honey,Dirty Honey,My Saved Tracks,3:25,0.000,US,0.445,0.917,No,0.118,"hard rock, blues rock",53,0.051
631,Nothing Compares 2 U - Live At SiriusXM/2015,Chris Cornell,Chris Cornell (Deluxe Edition),My Saved Tracks,5:03,0.609,US,0.434,0.327,No,0.686,"rock, alternative rock, acoustic rock, post-grunge, pop rock, singer-songwriter, electropop",63,0.031
632,I Want More,KALEO,I Want More / Break My Baby,My Saved Tracks,3:32,0.256,IS,0.550,0.531,No,0.051,"blues rock, indie rock, indie folk",49,0.031
633,Black Halo,Black Pistol Fire,Black Halo,My Saved Tracks,3:23,0.001,US,0.514,0.816,No,0.451,"indie rock, blues rock",0,0.034
634,Me dejó marchar (con Iván Ferreiro) - En Directo,Coque Malla,Me dejó marchar (con Iván Ferreiro) [Irrepetible - En directo],My Saved Tracks,7:04,0.361,ES,0.266,0.374,No,0.713,—,41,0.033
635,Incendios de nieve,Love of Lesbian,1999 (o como generar incendios de nieve con una lupa enfocando la luna),My Saved Tracks,5:58,0.698,ES,0.582,0.559,No,0.132,"indie pop, indie rock",48,0.030
636,El poeta Halley,Love of Lesbian,El Poeta Halley,My Saved Tracks,7:25,0.628,ES,0.554,0.477,No,0.121,"indie pop, indie rock",43,0.046
637,Cuando no me ves,Love of Lesbian,El Poeta Halley,My Saved Tracks,5:10,0.010,ES,0.576,0.836,No,0.075,"indie pop, indie rock",54,0.034
638,Lucha De Gigantes,Love of Lesbian,Lucha De Gigantes,My Saved Tracks,3:26,0.339,ES,0.729,0.482,No,0.159,"indie pop, indie rock",55,0.030
639,Allí donde solíamos gritar,Love of Lesbian,1999 (o como generar incendios de nieve con una lupa enfocando la luna),My Saved Tracks,5:37,0.006,ES,0.499,0.819,No,0.368,"indie pop, indie rock",59,0.035
640,Historia de un Amor,Art Pepper,"Art Pepper Presents ""West Coast Sessions!"" Volume 5: Jack Sheldon",My Saved Tracks,7:43,0.896,US,0.585,0.199,No,0.092,"jazz, cool jazz, bebop, hard bop, post-bop",19,0.045
641,Ohio,Jon Batiste,Ohio,My Saved Tracks,4:52,0.978,US,0.425,0.204,No,0.110,"soul, jazz",35,0.033
642,River,Leon Bridges,Coming Home,My Saved Tracks,3:58,0.689,US,0.658,0.179,No,0.170,"r&b, soul, smooth soul, neo soul",1,0.045
643,"Forgive My Heart - Live On The Ed Sullivan Show, October 23, 1955",Nat King Cole,"Forgive My Heart (Live On The Ed Sullivan Show, October 23, 1955)",My Saved Tracks,2:06,0.940,US,0.352,0.405,No,0.859,"jazz, vocal jazz, easy listening, swing, pop, traditional pop, r&b",5,0.055
644,Ermitaño,Astola,El Hombre Caracol,My Saved Tracks,3:32,0.783,ES,0.751,0.543,No,0.286,—,0,0.128
645,Sweet Caroline,Neil Diamond,Sweet Caroline,My Saved Tracks,3:23,0.614,US,0.529,0.127,No,0.237,"singer-songwriter, pop, pop rock, baroque pop, soft rock, rock",79,0.027
646,I'm a Believer - 2006 Remaster,The Monkees,More of The Monkees (Deluxe Edition),My Saved Tracks,2:47,0.707,US,0.526,0.775,No,0.217,"pop, sunshine pop, rock, pop rock, psychedelic pop, country pop",74,0.035
647,Wild World,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered),My Saved Tracks,3:20,0.376,GB,0.484,0.508,No,0.096,"folk rock, singer-songwriter, rock, folk, folk pop, pop rock, contemporary folk, baroque pop, soft rock",1,0.036
648,"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads",My Saved Tracks,3:17,0.546,US,0.255,0.430,No,0.188,"folk, country, singer-songwriter, country folk, folk rock, rock, pop",1,0.032
649,Veneno,Delaossa,La Tour Liffee,My Saved Tracks,4:18,0.612,ES,0.686,0.721,No,0.090,—,0,0.170
650,Despedida,Yer,Despedida,My Saved Tracks,3:26,0.800,,0.635,0.438,No,0.085,—,0,0.133
651,Flores de Papel,Matasvandals,Flores de Papel,My Saved Tracks,3:24,0.454,ES,0.443,0.907,No,0.367,—,0,0.330
652,That's Life,James Brown,Gettin' Down To It,My Saved Tracks,4:29,0.655,US,0.600,0.443,No,0.243,"soul, funk, disco, christmas music, blues",41,0.050
653,Chan Chan,Buena Vista Social Club,Buena Vista Social Club,My Saved Tracks,4:16,0.832,CU,0.529,0.496,No,0.100,"afro-cuban jazz, son cubano, jazz, latin, folk, pilón, bolero son",1,0.035
654,Cold Little Heart,Michael Kiwanuka,Love & Hate,My Saved Tracks,9:57,0.487,GB,0.489,0.404,No,0.140,soul,67,0.026
655,Turnin' Me Up,BJ The Chicago Kid,In My Mind,My Saved Tracks,4:29,0.041,US,0.734,0.776,No,0.055,"contemporary r&b, hip hop, neo soul",54,0.083
656,Is Everybody Going Crazy?,Nothing But Thieves,Is Everybody Going Crazy?,My Saved Tracks,3:57,0.000,GB,0.621,0.666,No,0.080,"alternative rock, rock, pop rock",44,0.055
657,Rolling 7s,Dirty Honey,Dirty Honey,My Saved Tracks,4:15,0.001,US,0.582,0.764,No,0.109,"hard rock, blues rock",49,0.033
658,Elephants,The Snuts,Elephants,My Saved Tracks,3:23,0.002,GB,0.577,0.830,No,0.372,indie rock,28,0.084
659,Ball and Chain,The Who,WHO (Deluxe),My Saved Tracks,4:29,0.005,GB,0.451,0.848,No,0.072,"rock, hard rock, classic rock, mod, art rock, rock opera, pop rock, freakbeat",33,0.030
660,Driving In Style,Thundermother,Driving In Style,My Saved Tracks,3:43,0.000,SE,0.495,0.948,No,0.089,"hard rock, heavy metal",38,0.053
661,Worry,Songhoy Blues,Worry,My Saved Tracks,3:05,0.043,ML,0.535,0.826,No,0.217,"blues, desert blues",20,0.036
662,Pick Your Poison,Black Pistol Fire,Pick Your Poison,My Saved Tracks,3:45,0.004,US,0.500,0.680,No,0.112,"indie rock, blues rock",0,0.037
663,Bulletproof (with XYLØ),The Score,Bulletproof,My Saved Tracks,3:10,0.012,US,0.548,0.714,No,0.132,"pop rock, electropop",50,0.086
664,Have Fun,Groove Delight,Groove Delight Special 80s,My Saved Tracks,2:40,0.001,NL,0.776,0.819,No,0.292,—,3,0.033
665,True Love,SOJA,Peace In A Time Of War,My Saved Tracks,4:16,0.203,US,0.860,0.408,No,0.103,"dub, reggae",0,0.053
666,One Good Spliff,Ziggy Marley & The Melody Makers,The Spirit Of Music,My Saved Tracks,3:54,0.497,US,0.617,0.464,No,0.076,reggae,0,0.142
667,The Sound Of Sunshine,Michael Franti & Spearhead,The Sound Of Sunshine,My Saved Tracks,3:45,0.016,US,0.673,0.902,No,0.269,—,1,0.055
668,Father of All...,Green Day,Father of All...,My Saved Tracks,2:31,0.000,US,0.462,0.912,No,0.036,"punk rock, pop punk, alternative rock, rock, punk, power pop",50,0.226
669,Neon Circus,Amber Run,Neon Circus,My Saved Tracks,3:36,0.003,GB,0.461,0.892,No,0.386,"indie pop, rock, alternative rock",0,0.051
670,Ouh¡ Gyal,Mad Division,Vuela,My Saved Tracks,3:23,0.329,,0.698,0.864,No,0.070,—,0,0.273
671,You Can't Always Get What You Want,Luther Allison,All Blues'd Up: Songs of the Rolling Stones,My Saved Tracks,4:40,0.151,US,0.594,0.641,No,0.048,"chicago blues, blues, electric blues, blues rock",0,0.137
672,Alone,Bahamas,Earthtones,My Saved Tracks,3:24,0.724,CA,0.723,0.485,No,0.115,folk,30,0.042
673,Celebration,The Revivalists,Take Good Care,My Saved Tracks,3:46,0.012,US,0.595,0.761,No,0.140,—,42,0.040
674,La Necrológica de un Amorío,Antílopez,Ser Músico + Maquetas,My Saved Tracks,3:22,0.717,ES,0.624,0.485,No,0.081,—,0,0.207
675,Gerdundula,Status Quo,Dog of Two Head,My Saved Tracks,3:49,0.751,GB,0.535,0.580,No,0.128,"rock, hard rock, boogie rock, psychedelic rock, pop rock, psychedelic pop, classic rock",0,0.031
676,Inside Looking Out - Remastered,Grand Funk Railroad,Grand Funk (Red Album) [Expanded Edition],My Saved Tracks,9:41,0.030,US,0.435,0.797,No,0.043,"rock, hard rock, heavy psych, pop rock, blues rock, classic rock, boogie rock",47,0.056
677,So Far Away - Full Version,Dire Straits,Brothers In Arms,My Saved Tracks,5:08,0.244,GB,0.698,0.473,No,0.063,"rock, soft rock, classic rock, roots rock, pop rock, rock and roll, pub rock, sophisti-pop, blues rock",0,0.028
678,Lean On Me,José James,Lean On Me,My Saved Tracks,4:57,0.445,US,0.667,0.407,No,0.203,jazz,31,0.035
679,Heartbreaker - Remastered 2002,Grand Funk Railroad,On Time (Remastered 2002 / Expanded Edition),My Saved Tracks,6:35,0.031,US,0.280,0.663,No,0.260,"rock, hard rock, heavy psych, pop rock, blues rock, classic rock, boogie rock",29,0.055
680,You Never Can Tell,Chuck Berry,St. Louis To Liverpool,My Saved Tracks,2:41,0.731,US,0.525,0.852,No,0.218,"rock and roll, rock, blues rock, blues, rockabilly, soul, classic rock",74,0.222
681,Lady Writer,Dire Straits,Communiqué,My Saved Tracks,3:44,0.103,GB,0.633,0.809,No,0.073,"rock, soft rock, classic rock, roots rock, pop rock, rock and roll, pub rock, sophisti-pop, blues rock",74,0.028
682,When Electricity Came To Arkansas,Black Oak Arkansas,Black Oak Arkansas,My Saved Tracks,5:34,0.011,US,0.392,0.787,No,0.971,"southern rock, hard rock",23,0.080
683,Molina,Creedence Clearwater Revival,Pendulum (Expanded Edition),My Saved Tracks,2:42,0.405,US,0.804,0.718,No,0.332,"swamp rock, rock, country rock, blues rock, roots rock, southern rock, classic rock, rock and roll, folk rock, soft rock, rockabilly",59,0.062
684,Roadhouse Blues,The Doors,Morrison Hotel,My Saved Tracks,4:03,0.336,US,0.623,0.633,No,0.147,"psychedelic rock, blues rock, acid rock, rock, classic rock, hard rock, gothic rock, gothic, pop, proto-punk, art rock, psychedelic, rock and roll",75,0.030
685,Sultans Of Swing,Dire Straits,Dire Straits,My Saved Tracks,5:48,0.061,GB,0.733,0.794,No,0.330,"rock, soft rock, classic rock, roots rock, pop rock, rock and roll, pub rock, sophisti-pop, blues rock",86,0.031
686,Dirty Deeds Done Dirt Cheap,AC/DC,Dirty Deeds Done Dirt Cheap,My Saved Tracks,3:52,0.214,AU,0.668,0.906,No,0.135,"hard rock, rock, blues rock, rock and roll",76,0.170
687,Shoot to Thrill,AC/DC,Back In Black,My Saved Tracks,5:18,0.000,AU,0.457,0.904,No,0.396,"hard rock, rock, blues rock, rock and roll",78,0.075
688,T.N.T.,AC/DC,High Voltage,My Saved Tracks,3:35,0.153,AU,0.754,0.759,No,0.101,"hard rock, rock, blues rock, rock and roll",82,0.302
689,You Shook Me All Night Long,AC/DC,Back In Black,My Saved Tracks,3:30,0.003,AU,0.532,0.767,No,0.390,"hard rock, rock, blues rock, rock and roll",85,0.057
690,Thunderstruck,AC/DC,The Razors Edge,My Saved Tracks,4:52,0.000,AU,0.502,0.890,No,0.217,"hard rock, rock, blues rock, rock and roll",88,0.036
691,Back In Black,AC/DC,Back In Black,My Saved Tracks,4:16,0.011,AU,0.310,0.700,No,0.083,"hard rock, rock, blues rock, rock and roll",87,0.047
692,By and By,Caamp,By and By,My Saved Tracks,4:40,0.796,US,0.584,0.474,No,0.115,"americana, indie folk",2,0.026
693,Last Night,Iseo,Last Night,My Saved Tracks,2:58,0.488,,0.772,0.472,No,0.104,—,0,0.084
694,Don't Cross That Line,Anaut,140,My Saved Tracks,3:31,0.126,,0.823,0.534,No,0.084,—,11,0.057
695,Incandescente,Marea,Revolcón,My Saved Tracks,4:08,0.022,ES,0.509,0.971,No,0.052,rock,0,0.102
696,A la mierda primavera,Marea,Besos de Perro,My Saved Tracks,5:19,0.027,ES,0.359,0.935,No,0.269,rock,51,0.138
697,Superpoderes,Leiva,Nuclear,My Saved Tracks,2:59,0.001,ES,0.346,0.744,No,0.096,—,52,0.032
698,Las flores (feat. Juanito Makandé),Tu Otra Bonita,Las flores (feat. Juanito Makandé),My Saved Tracks,3:43,0.610,,0.780,0.419,No,0.084,—,23,0.061
699,Libro Mal Cerrado,El Niño de la Hipoteca,Libro Mal Cerrado,My Saved Tracks,3:27,0.735,,0.790,0.309,No,0.105,—,14,0.036
